00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:01:20.547010 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.547010 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:MCS:TABle Q64 [36.9 us]
00:01:20.548772 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.57 ms]
00:01:20.548772 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.548772 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPRecoding:MCS:TABle Q64 [34.8 us]
00:01:20.550069 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.47 ms]
00:01:20.550069 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.550069 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:PITP:STATe 0 [29.3 us]
00:01:20.551078 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.41 ms]
00:01:20.551078 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.552078 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TXConfig:STATe 1 [28.9 us]
00:01:20.553079 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.40 ms]
00:01:20.553079 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.553586 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:PITBpsk:BOOSt:STATus 0 [39.1 us]
00:01:20.554597 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.91 ms]
00:01:20.554597 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.554597 ; TestStep       ; Debug       ; TA version: 24.19.0.1190
00:01:20.554597 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:UOPusch:STATe 1 [31.6 us]
00:01:20.557606 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.17 ms]
00:01:20.557606 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.557606 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:UOPusch:SCALing F1P0 [33.6 us]
00:01:20.559605 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.93 ms]
00:01:20.559605 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.559605 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:TPRecoding:QAM256:STATe 0 [48.3 us]
00:01:20.560607 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.65 ms]
00:01:20.560607 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.561605 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:NTPRecoding:QAM256:STATe 0 [34.6 us]
00:01:20.562604 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.43 ms]
00:01:20.562604 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.562604 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH Config completed. [47.3 ms]
00:01:20.562604 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH DMRS Config started.
00:01:20.562604 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUSCh:STATe 1 [47.9 us]
00:01:20.567604 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [4.04 ms]
00:01:20.567604 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.567604 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:GRHOpp:TPRecoding:STATe 0 [37.2 us]
00:01:20.568604 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.86 ms]
00:01:20.568604 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.569604 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:ITPRecoding:STATe 0 [32.1 us]
00:01:20.571119 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.78 ms]
00:01:20.571119 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.571119 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:SCID:STATe 0 [33.8 us]
00:01:20.574133 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.84 ms]
00:01:20.574133 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.574133 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:SGtprecoding:STATe 0 [33.6 us]
00:01:20.575134 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.39 ms]
00:01:20.575134 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.575134 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:MTA:STATe 1 [31.2 us]
00:01:20.576363 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.43 ms]
00:01:20.576363 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.576363 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:MTB:STATe 0 [27.4 us]
00:01:20.578372 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:20.578372 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.578372 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:STATe 0 [31.2 us]
00:01:20.579679 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.28 ms]
00:01:20.579679 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.579679 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:NUMBer:PORTs 1 [25.5 us]
00:01:20.580687 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.30 ms]
00:01:20.580687 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.580687 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:NRB0 1 [23.9 us]
00:01:20.581686 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:20.581686 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.581686 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:NRB1 20 [27.1 us]
00:01:20.583940 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.41 ms]
00:01:20.583940 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.583940 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:PBOosting P00 [28.0 us]
00:01:20.584941 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:20.584941 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.584941 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:FDENsity:STATe 0 [30.8 us]
00:01:20.586449 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.27 ms]
00:01:20.586449 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.586449 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:STATe 0 [33.7 us]
00:01:20.593592 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [6.61 ms]
00:01:20.593592 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.593592 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS1 0 [86.6 us]
00:01:20.594996 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.94 ms]
00:01:20.594996 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.594996 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS2 7 [52.2 us]
00:01:20.597008 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.81 ms]
00:01:20.597008 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.597008 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:TDENsity:MCS3 22 [37.3 us]
00:01:20.599006 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:20.599006 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.599006 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:PTRS:RELement:OFFSet OFFS00 [33.4 us]
00:01:20.600007 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.48 ms]
00:01:20.600007 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.601006 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:TYPE TYPE1 [32.3 us]
00:01:20.602006 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.85 ms]
00:01:20.602006 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.602006 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:MAXLength MLEN1 [43.6 us]
00:01:20.605392 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.40 ms]
00:01:20.605392 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.605392 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:UL:DMRS:ADDPosition APOS2 [34.4 us]
00:01:20.606391 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:20.606391 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.607624 ; 5G BSE         ; Debug       ; SCPI >> SYSTem:APPLication:NAME? [1.62 ms]
00:01:20.607624 ; 5G BSE         ; Debug       ; SCPI << LTE_NR_IRAT
00:01:20.608633 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:PUSCh:GRHOpp:TPRecoding:STATe? [1.08 ms]
00:01:20.608633 ; 5G BSE         ; Debug       ; SCPI << 0
00:01:20.609656 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUSCH DMRS Config completed. [46.2 ms]
00:01:20.609656 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Schedule started.
00:01:20.609656 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:AGGRegation:LEVel N4 [56.2 us]
00:01:20.610666 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.03 ms]
00:01:20.610666 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.610666 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:RBALlocation:RBSTart 0 [31.6 us]
00:01:20.612607 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.91 ms]
00:01:20.612607 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.612607 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:RBALlocation:RBNumber 24 [34.3 us]
00:01:20.614615 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.59 ms]
00:01:20.614615 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.614615 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:IMCS 0 [27.9 us]
00:01:20.615623 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.45 ms]
00:01:20.615623 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.615623 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:AGGRegation:LEVel N4 [29.2 us]
00:01:20.617614 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.78 ms]
00:01:20.617614 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.617614 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:RBALlocation:RBNumber 24 [35.0 us]
00:01:20.619615 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.33 ms]
00:01:20.619615 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.619615 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:RBALlocation:RBSTart 0 [23.4 us]
00:01:20.620122 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:20.620122 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.620122 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:IMCS 2 [33.2 us]
00:01:20.622138 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.35 ms]
00:01:20.622138 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.622138 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:AGGRegation:LEVel N4 [29.6 us]
00:01:20.623137 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.31 ms]
00:01:20.623137 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.623137 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:RBALlocation:RBSTart 0 [29.3 us]
00:01:20.625138 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.25 ms]
00:01:20.625138 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.625138 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:RBALlocation:RBNumber 24 [27.4 us]
00:01:20.626139 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.76 ms]
00:01:20.626139 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.626139 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:IMCS 2 [69.6 us]
00:01:20.628139 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.24 ms]
00:01:20.628139 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.628139 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:RARNti:DL:TDOMain:RASSignment 0 [24.0 us]
00:01:20.629138 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.31 ms]
00:01:20.629138 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.629138 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:DL:TDOMain:RASSignment 0 [25.1 us]
00:01:20.630375 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.47 ms]
00:01:20.630375 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.630375 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:SCHeduling:TCRNti:UL:TDOMain:RASSignment 0 [36.4 us]
00:01:20.632383 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:20.632383 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.632383 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.Schedule completed. [22.8 ms]
00:01:20.632383 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config started.
00:01:20.632383 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:UL:CONFig NUL [57.6 us]
00:01:20.756994 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [124 ms]
00:01:20.756994 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.756994 ; TestPlan       ; Information ; 6.2B.1.3 \ Cells configuration \ NR CELL1 configuration \ RFT 5G NR T-0A.NR Cell Configuration - CELL1 \ E7515B-5G-NR.Basic Cell Config - CELL1 \ E7515B-5G-NR.PUCCH Config \ E7515B-5G-NR.PUCCH Common Configuration started.
00:01:20.756994 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:STATe 1 [57.3 us]
00:01:20.758994 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.22 ms]
00:01:20.758994 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.758994 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:STATe 1 [44.7 us]
00:01:20.761995 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.22 ms]
00:01:20.761995 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.761995 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat1:FORMat:STATe 1 [34.0 us]
00:01:20.762996 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.25 ms]
00:01:20.762996 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.762996 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat1:NRSLots N1 [33.1 us]
00:01:20.763995 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.25 ms]
00:01:20.763995 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.763995 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:FORMat:STATe 1 [26.7 us]
00:01:20.765992 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.28 ms]
00:01:20.765992 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.765992 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:MAXCoderate:STATe 1 [30.8 us]
00:01:20.766994 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.33 ms]
00:01:20.766994 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.766994 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:MAXCoderate ZERO25 [34.8 us]
00:01:20.767994 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:20.767994 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.767994 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat2:SHACsi 1 [26.9 us]
00:01:20.769502 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.21 ms]
00:01:20.769502 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.769502 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:FORMat:STATe 1 [25.1 us]
00:01:20.771514 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.20 ms]
00:01:20.771514 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.772522 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:NRSLots N1 [39.7 us]
00:01:20.773523 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.85 ms]
00:01:20.773523 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.774524 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:FHOPping 1 [65.4 us]
00:01:20.775520 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.71 ms]
00:01:20.775520 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.775520 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:MAXCoderate:STATe 1 [61.6 us]
00:01:20.779523 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.24 ms]
00:01:20.779523 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.779523 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:MAXCoderate ZERO25 [35.3 us]
00:01:20.780522 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.28 ms]
00:01:20.780522 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.780522 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:SHACsi 1 [32.5 us]
00:01:20.781522 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:20.781522 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.781522 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:PI2Bpsk 0 [25.5 us]
00:01:20.782864 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.32 ms]
00:01:20.782864 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.782864 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat3:ADMRS 1 [27.1 us]
00:01:20.789402 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [5.78 ms]
00:01:20.789402 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.789402 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:FORMat:STATe 0 [47.2 us]
00:01:20.792405 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.77 ms]
00:01:20.792405 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.792405 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:NRSLots N1 [41.2 us]
00:01:20.794406 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.12 ms]
00:01:20.794406 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.794406 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:FHOPping 0 [37.4 us]
00:01:20.795412 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.55 ms]
00:01:20.795412 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.796402 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:MAXCoderate:STATe 0 [29.2 us]
00:01:20.797404 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:20.797404 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.797404 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:MAXCoderate ZERO08 [31.0 us]
00:01:20.798404 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.35 ms]
00:01:20.798404 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.798404 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:SHACsi 0 [31.9 us]
00:01:20.800403 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.23 ms]
00:01:20.800403 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.800403 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:PI2Bpsk 0 [25.8 us]
00:01:20.801402 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.56 ms]
00:01:20.801402 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.801402 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:PFORmat4:ADMRS 0 [32.4 us]
00:01:20.802911 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.36 ms]
00:01:20.802911 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.802911 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA8:STATe 1 [38.4 us]
00:01:20.805941 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [2.64 ms]
00:01:20.805941 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.805941 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA8:VALue 10 [36.2 us]
00:01:20.808944 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.26 ms]
00:01:20.808944 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.808944 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA7:STATe 1 [66.9 us]
00:01:20.812940 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [3.37 ms]
00:01:20.812940 ; 5G BSE         ; Debug       ; SCPI << 1
00:01:20.812940 ; 5G BSE         ; Debug       ; SCPI >> BSE:CONFig:NR5G:CELL1:PHY:BWP0:PUCCh:COMMon:DTUA7:VALue 8 [45.2 us]
00:01:20.814940 ; 5G BSE         ; Debug       ; SCPI >> *OPC? [1.94 ms]
00:01:20.814940 ; 5G BSE         ; Debug       ; SCPI << 1
